Team,Day,Won,EFG avg,TOV avg,ORB avg,FTFGA avg,win avg,O_Team,O EFG avg,O TOV avg,O ORB avg,O FTFGA avg,O win avg
UMBC,11.0,0.0,,,,,,Akron,,,,,
Bryant,27.0,0.0,0.438007825508,0.171109810604,0.738473444119,0.185847485847,0.333333333333,Akron,0.470970379387,0.147675148666,0.613083053068,0.23156258876,0.6
Ark Pine Bluff,29.0,0.0,0.424361319578,0.201467496915,0.460635948861,0.200476456863,0.166666666667,Akron,0.483821470002,0.151905364392,0.644235877557,0.241045747044,0.666666666667
Coppin St,61.0,0.0,0.440558406129,0.171395350094,0.622992415233,0.14733308239,0.0,Akron,0.477363164661,0.154900055919,0.722839580883,0.247498516612,0.636363636364
W Illinois,31.0,0.0,0.403173665184,0.144282145448,0.683600315126,0.244358811378,0.25,Akron,0.487408198777,0.15338494112,0.668273609334,0.267835130119,0.714285714286
Ball St,85.0,0.0,0.478869560471,0.182311950755,0.739892815587,0.281605130842,0.375,Akron,0.497207396353,0.15694706967,0.729547617849,0.234113662315,0.666666666667
USC,17.0,0.0,0.531914893617,0.251976751993,0.679069767442,0.404255319149,0.5,Akron,0.584905660377,0.161637931034,0.733333333333,0.22641509434,1.0
Buffalo,96.0,0.0,0.482999226155,0.14658455664,0.695566463095,0.314421818545,0.714285714286,Akron,0.500390969289,0.157677614215,0.734778500028,0.21755956504,0.666666666667
South Carolina,20.0,0.0,0.474164721757,0.148159603297,0.839774344489,0.263470154722,0.5,Akron,0.48107966457,0.142862527687,0.620080950516,0.153249475891,0.666666666667
Ohio,116.0,0.0,0.493002513875,0.168231761405,0.702923372809,0.213659703804,0.346153846154,Akron,0.490009537752,0.15602534562,0.7300788629,0.208017165166,0.592592592593
Marshall,57.0,0.0,0.442432806387,0.179474387062,0.651188393305,0.271111922282,0.2,Akron,0.479786981127,0.151271752919,0.71364205749,0.253498368273,0.6
Kent,99.0,0.0,0.507403648846,0.160735697833,0.699222244919,0.233085224352,0.681818181818,Akron,0.502898450483,0.156006029044,0.732727439682,0.220296756528,0.681818181818
Kent,129.0,0.0,0.505495623097,0.154491324881,0.71305278861,0.255408949092,0.666666666667,Akron,0.501577782854,0.158251802968,0.718407886726,0.205953322733,0.59375
W Michigan,64.0,0.0,0.543757162542,0.168148306618,0.648818683213,0.308692086859,0.636363636364,Akron,0.479249567606,0.152070737439,0.720683757224,0.248037661392,0.666666666667
W Michigan,82.0,0.0,0.531355929089,0.155548237178,0.661003720326,0.294434770886,0.6875,Akron,0.496517915466,0.156237676105,0.726022555122,0.233179171862,0.647058823529
W Michigan,128.0,0.0,0.527539902503,0.157884952342,0.701487229968,0.310047481805,0.6,Akron,0.501270256136,0.158193757374,0.717595568763,0.203994827767,0.58064516129
N Illinois,126.0,0.0,0.480877220751,0.182014258645,0.735687160777,0.331295547953,0.464285714286,Akron,0.496410637223,0.156220505808,0.719676340595,0.204258707647,0.566666666667
C Michigan,75.0,0.0,0.601072904935,0.136902166303,0.712244090745,0.282729943982,0.818181818182,Akron,0.495498081973,0.154604077222,0.715190094491,0.239825283666,0.666666666667
Bowling Green,72.0,0.0,0.490329949637,0.15317395984,0.748101616629,0.226493677099,0.833333333333,Akron,0.485436256659,0.149141489851,0.720487555453,0.239098518214,0.642857142857
Bowling Green,89.0,0.0,0.48080379742,0.157119984745,0.74623461844,0.218724883556,0.764705882353,Akron,0.496397437693,0.158137119216,0.736522425621,0.227533517408,0.684210526316
UMBC,16.0,0.0,0.447916666667,0.18837459634,0.7,0.291666666667,0.0,Loyola MD,0.435338983051,0.15939242329,0.636363636364,0.363389830508,0.5
Columbia,29.0,0.0,0.482373260911,0.174377629379,0.71738163299,0.260542214599,0.8,Loyola MD,0.372716375446,0.199898261163,0.699566453061,0.3055505066,0.333333333333
American Univ,65.0,0.0,0.499892157046,0.19246845246,0.657574818299,0.217711730676,0.571428571429,Loyola MD,0.400287178972,0.184111239553,0.673835936112,0.284277079533,0.307692307692
Lehigh,68.0,0.0,0.471343988357,0.182226050119,0.670342473168,0.259177355435,0.461538461538,Loyola MD,0.4058567283,0.186506411356,0.681260353374,0.282605114225,0.357142857143
Fairfield,55.0,0.0,0.439756035243,0.170417561439,0.672003651643,0.287880859129,0.363636363636,Loyola MD,0.395998332664,0.183102432841,0.667832870792,0.286810203393,0.3
Colgate,111.0,0.0,0.559652802846,0.172143705219,0.715959009597,0.175165758418,0.444444444444,Loyola MD,0.431505813639,0.172473011256,0.71789206183,0.259954478815,0.384615384615
Cornell,13.0,0.0,0.542553191489,0.212426978226,0.808510638298,0.36170212766,1.0,Loyola MD,0.43,0.199680511182,0.606060606061,0.32,0.0
Boston Univ,76.0,0.0,0.524650435056,0.165917660205,0.712013299518,0.302693792258,0.4,Loyola MD,0.415071671161,0.182832124471,0.677222353794,0.277491339353,0.375
Lafayette,100.0,0.0,0.551586620285,0.148175163802,0.616702096259,0.241559506505,0.590909090909,Loyola MD,0.430397974206,0.174183747226,0.716108140812,0.270809794242,0.391304347826
Holy Cross,87.0,0.0,0.457414740302,0.149931804136,0.733607398439,0.247640660694,0.411764705882,Loyola MD,0.419681706858,0.17458575208,0.689781112667,0.287526819884,0.368421052632
Army,89.0,0.0,0.51907149675,0.16363497522,0.672572793831,0.229012755305,0.684210526316,Loyola MD,0.424761451302,0.177392837983,0.694765741244,0.289107925699,0.4
UMBC,19.0,0.0,0.365467767296,0.21642095746,0.656451612903,0.221305031447,0.0,Minnesota,0.464450474898,0.166520530105,0.810606060606,0.25644504749,0.5
Furman,49.0,0.0,0.473531515573,0.191257826344,0.666138346556,0.319934090613,0.222222222222,Minnesota,0.54228325657,0.16903585902,0.716917001405,0.233614190557,0.8
Georgia,25.0,0.0,0.494709758776,0.135964486106,0.740317149995,0.362902009939,0.6,Minnesota,0.444502023163,0.161945437492,0.736620234604,0.188378773745,0.5
Southern Univ,37.0,0.0,0.389451028195,0.192128870328,0.726565656566,0.256251781741,0.0,Minnesota,0.523078127317,0.171231386642,0.703131545873,0.209431260209,0.75
W Carolina,32.0,0.0,0.513847690816,0.163469351471,0.595506279435,0.243411373212,0.285714285714,Minnesota,0.481233799385,0.17505020824,0.726000791323,0.196834272871,0.666666666667
Seattle,46.0,0.0,0.485520336759,0.179413830011,0.76341502679,0.173689431005,0.375,Minnesota,0.5330925073,0.173949534375,0.713241112672,0.228089841359,0.777777777778
North Dakota,35.0,0.0,0.464559884491,0.15543857501,0.72483510123,0.260162867096,0.333333333333,Minnesota,0.503755955029,0.174124244881,0.698817004808,0.208397630715,0.714285714286
UNC Wilmington,54.0,0.0,0.497646215427,0.205670571338,0.655103534115,0.267222987914,0.5,Minnesota,0.545145732501,0.168392785892,0.720708245791,0.236221544321,0.818181818182
Rutgers,75.0,0.0,0.438389359063,0.165745758501,0.699156977124,0.235697962262,0.555555555556,Minnesota,0.532402156816,0.163596282204,0.691737829817,0.230099316255,0.588235294118
Rutgers,128.0,0.0,0.434490354472,0.169333020957,0.700695965732,0.217353916555,0.322580645161,Minnesota,0.518168428971,0.150679966091,0.68825048756,0.228399597279,0.533333333333
Michigan St,115.0,0.0,0.54436811868,0.15631117436,0.791673510866,0.201999914699,0.703703703704,Minnesota,0.517406112856,0.156165399118,0.688730873448,0.218442522434,0.555555555556
WKU,15.0,0.0,0.518867924528,0.159705159705,0.727272727273,0.415094339623,1.0,Minnesota,0.436363636364,0.205667276051,0.787878787879,0.363636363636,0.0
Wake Forest,29.0,0.0,0.471353888652,0.182199551787,0.822192938067,0.360130986476,0.571428571429,Minnesota,0.459447772377,0.164167638598,0.722629521017,0.19685686515,0.6
Iowa,101.0,0.0,0.488819344028,0.15132015966,0.713528130369,0.301002615781,0.652173913043,Minnesota,0.520317106718,0.161215437164,0.692506015,0.231367352865,0.608695652174
Nebraska,89.0,0.0,0.481456372216,0.172025430936,0.716226814291,0.309351101395,0.6,Minnesota,0.525041077948,0.163845122452,0.694400011893,0.227833306208,0.571428571429
Purdue,96.0,0.0,0.514302458512,0.15875515838,0.725205842161,0.310042886199,0.652173913043,Minnesota,0.522955877435,0.163918675851,0.693139405292,0.230734822592,0.590909090909
Illinois,82.0,0.0,0.494061439432,0.12699012336,0.766626886015,0.253170873491,0.65,Minnesota,0.527703217968,0.162571273059,0.697118810137,0.223759577162,0.578947368421
UMBC,22.0,0.0,0.391793326345,0.242976141225,0.599250570218,0.229018169113,0.0,Howard,0.379252504784,0.225132808066,0.696624690932,0.196215242598,0.0
Florida A&M,82.0,0.0,0.403109636726,0.189825974685,0.630265581493,0.24059588741,0.0,Howard,0.432385679745,0.205278447433,0.653625466959,0.275141496884,0.333333333333
Savannah St,110.0,0.0,0.442927926269,0.218981849816,0.599330585776,0.214966568027,0.181818181818,Howard,0.463561139297,0.208963605896,0.645618894798,0.289889740404,0.434782608696
IUPUI,42.0,0.0,0.467237472674,0.225329340747,0.699782183282,0.24642038367,0.222222222222,Howard,0.407080859273,0.233166470606,0.667348360747,0.246171029105,0.25
Coppin St,68.0,0.0,0.439702193446,0.176725458639,0.635635814145,0.154666433648,0.0,Howard,0.417629340199,0.207771450795,0.655625538799,0.245594720973,0.307692307692
Coppin St,103.0,0.0,0.462055844552,0.165080842325,0.612977825752,0.204805525848,0.173913043478,Howard,0.45729980015,0.206021010839,0.638400920528,0.282585771379,0.428571428571
Morgan St,89.0,0.0,0.392979434321,0.133837683972,0.66411113324,0.203152551814,0.2,Howard,0.43339839846,0.205276828256,0.650182350183,0.277481445004,0.411764705882
MD E Shore,91.0,0.0,0.513782116335,0.20022443232,0.694397158262,0.315581690804,0.565217391304,Howard,0.443050868387,0.205350980589,0.650519441839,0.279261576366,0.444444444444
S Carolina St,112.0,0.0,0.412881372538,0.162527594711,0.654914266,0.20708582274,0.307692307692,Howard,0.461359187064,0.213751545307,0.643718107515,0.317989572649,0.458333333333
Norfolk St,119.0,0.0,0.527268534262,0.184303082449,0.707532563142,0.293488923428,0.592592592593,Howard,0.464338841672,0.209220862984,0.64865208759,0.323540491303,0.461538461538
Bethune-Cookman,84.0,0.0,0.430776273521,0.194648676645,0.665351841999,0.270319696252,0.222222222222,Howard,0.435932226935,0.206485602301,0.652357208608,0.276966892459,0.375
NC A&T,33.0,0.0,0.416385779493,0.193413974172,0.676773053574,0.189094543386,0.0,Howard,0.415290413797,0.213280058541,0.688389561103,0.245172347867,0.2
South Alabama,50.0,0.0,0.430841074091,0.174170014967,0.737568590557,0.167884376507,0.0,Howard,0.410086456126,0.228300140247,0.6776417548,0.24659668723,0.3
UMBC,26.0,0.0,0.391572267486,0.228528402215,0.612899466125,0.221763626834,0.0,Towson,0.440849930431,0.175000692564,0.710805753386,0.390170410124,0.8
Central Conn,18.0,0.0,0.391608391608,0.148054193999,0.642939814815,0.227972027972,0.0,Towson,0.43011627907,0.214523473534,0.656451612903,0.272790697674,0.5
Coppin St,30.0,0.0,0.40783585808,0.162697971031,0.623912042259,0.111404565885,0.0,Towson,0.471033478611,0.188580490743,0.725671461155,0.430833065347,0.833333333333
Morgan St,14.0,0.0,0.336206896552,0.159404888417,0.571428571429,0.155172413793,0.0,Towson,0.43,0.270618556701,0.612903225806,0.22,0.0
Monmouth NJ,20.0,0.0,0.526061530638,0.207676640375,0.54358974359,0.330663615561,0.666666666667,Towson,0.416447028424,0.17053485799,0.6801738584,0.377136089578,0.75
Elon,63.0,0.0,0.47825279993,0.187079662716,0.710534029506,0.26496424995,0.583333333333,Towson,0.450957797855,0.19196098547,0.719352768251,0.405941086483,0.461538461538
Elon,80.0,0.0,0.468479825312,0.175377497645,0.705563863528,0.258084037654,0.470588235294,Towson,0.442844850788,0.177753878795,0.729369258966,0.353824095141,0.388888888889
Bethune-Cookman,19.0,0.0,0.443181818182,0.288500224378,0.649523809524,0.125,0.0,Towson,0.416373815676,0.183079751587,0.649755620723,0.280625897215,0.666666666667
Col Charleston,87.0,0.0,0.480264547892,0.179279583889,0.667049654182,0.188685668388,0.285714285714,Towson,0.44053363615,0.17699011402,0.731114728713,0.33998256613,0.4
Col Charleston,104.0,0.0,0.47275405046,0.170465583497,0.687115013989,0.21925965809,0.269230769231,Towson,0.448007477126,0.171990657636,0.748880694167,0.342837544327,0.4
Hofstra,89.0,0.0,0.525469960009,0.137830817763,0.737143551248,0.304636731798,0.636363636364,Towson,0.443365367762,0.176630934351,0.736238297699,0.351148543224,0.428571428571
UMBC,29.0,0.0,0.423674480656,0.212566921653,0.601430684011,0.231577568134,0.0,MD E Shore,0.452949060618,0.215226255233,0.654905819111,0.317391913181,0.25
Mt St Mary's,16.0,0.0,0.451923076923,0.218340611354,0.708333333333,0.153846153846,0.0,MD E Shore,0.362262038074,0.241559231428,0.678977272727,0.343784994401,0.0
Florida A&M,84.0,0.0,0.40350988141,0.189385811276,0.623409498256,0.231692344464,0.0,MD E Shore,0.511230190077,0.206539028179,0.691114531972,0.300248564147,0.52380952381
Savannah St,75.0,0.0,0.424699714375,0.228837093957,0.616004559282,0.1755507602,0.142857142857,MD E Shore,0.499504252399,0.210436216278,0.682851155787,0.304234549126,0.5
TN Martin,57.0,0.0,0.528105624767,0.171817699093,0.701430656005,0.269265509001,0.6,MD E Shore,0.501096959078,0.215966331285,0.661021599598,0.299370527183,0.466666666667
Howard,105.0,0.0,0.463687358641,0.20731538007,0.646039588364,0.291480094024,0.454545454545,MD E Shore,0.516907682653,0.194152528621,0.700311228094,0.311214945115,0.518518518519
Navy,40.0,0.0,0.481491640543,0.189193139356,0.680393541867,0.16640304414,0.222222222222,MD E Shore,0.470584268369,0.212599252063,0.700621740498,0.325367691137,0.363636363636
Coppin St,89.0,0.0,0.450486854308,0.168867539347,0.604384163796,0.188720105891,0.105263157895,MD E Shore,0.508937195697,0.202483149516,0.689344503839,0.308882542069,0.545454545455
Morgan St,70.0,0.0,0.394547242287,0.134750404377,0.657962691663,0.203186210086,0.176470588235,MD E Shore,0.495357443716,0.211657091626,0.678901223775,0.297424816722,0.470588235294
Morgan St,122.0,0.0,0.400761924794,0.127806813136,0.693063776522,0.206885273447,0.241379310345,MD E Shore,0.516895639625,0.194125167596,0.694691132853,0.319700685746,0.566666666667
S Carolina St,110.0,0.0,0.408032991076,0.158312398444,0.659292654822,0.207187437468,0.32,MD E Shore,0.518380248804,0.196514008763,0.69570827607,0.31920311568,0.535714285714
Fordham,26.0,0.0,0.368776041176,0.19367662716,0.791516606643,0.163643847841,0.0,MD E Shore,0.432622055672,0.210416605222,0.656627058576,0.287903683092,0.142857142857
Norfolk St,98.0,0.0,0.527950616595,0.191048072557,0.72154961346,0.272526794629,0.608695652174,MD E Shore,0.512256905519,0.19745624062,0.700919459675,0.315829495162,0.52
Bethune-Cookman,82.0,0.0,0.420233701375,0.192511642279,0.663095850134,0.275632619561,0.235294117647,MD E Shore,0.505909346639,0.207991047856,0.689131797032,0.304476678629,0.5
NC A&T,35.0,0.0,0.404431896679,0.190709214715,0.682176421877,0.196118102822,0.0,MD E Shore,0.465420472984,0.212263648814,0.69290613677,0.309015571361,0.3
Delaware St,117.0,0.0,0.468061075416,0.170181096106,0.69624050816,0.224079631014,0.423076923077,MD E Shore,0.518436102294,0.195104250289,0.698941566006,0.31923059445,0.551724137931
