Team,Day,Won,EFG avg,TOV avg,ORB avg,FTFGA avg,win avg,O_Team,O EFG avg,O TOV avg,O ORB avg,O FTFGA avg,O win avg
Akron,11.0,1.0,,,,,,UMBC,,,,,
Akron,17.0,1.0,0.584905660377,0.161637931034,0.733333333333,0.22641509434,1.0,USC,0.531914893617,0.251976751993,0.679069767442,0.404255319149,0.5
Akron,20.0,1.0,0.48107966457,0.142862527687,0.620080950516,0.153249475891,0.666666666667,South Carolina,0.474164721757,0.148159603297,0.839774344489,0.263470154722,0.5
Akron,27.0,1.0,0.470970379387,0.147675148666,0.613083053068,0.23156258876,0.6,Bryant,0.438007825508,0.171109810604,0.738473444119,0.185847485847,0.333333333333
Akron,29.0,1.0,0.483821470002,0.151905364392,0.644235877557,0.241045747044,0.666666666667,Ark Pine Bluff,0.424361319578,0.201467496915,0.460635948861,0.200476456863,0.166666666667
Akron,31.0,1.0,0.487408198777,0.15338494112,0.668273609334,0.267835130119,0.714285714286,W Illinois,0.403173665184,0.144282145448,0.683600315126,0.244358811378,0.25
Akron,57.0,1.0,0.479786981127,0.151271752919,0.71364205749,0.253498368273,0.6,Marshall,0.442432806387,0.179474387062,0.651188393305,0.271111922282,0.2
Akron,61.0,1.0,0.477363164661,0.154900055919,0.722839580883,0.247498516612,0.636363636364,Coppin St,0.440558406129,0.171395350094,0.622992415233,0.14733308239,0.0
Akron,64.0,1.0,0.479249567606,0.152070737439,0.720683757224,0.248037661392,0.666666666667,W Michigan,0.543757162542,0.168148306618,0.648818683213,0.308692086859,0.636363636364
Akron,82.0,1.0,0.496517915466,0.156237676105,0.726022555122,0.233179171862,0.647058823529,W Michigan,0.531355929089,0.155548237178,0.661003720326,0.294434770886,0.6875
Akron,128.0,1.0,0.501270256136,0.158193757374,0.717595568763,0.203994827767,0.58064516129,W Michigan,0.527539902503,0.157884952342,0.701487229968,0.310047481805,0.6
Akron,72.0,1.0,0.485436256659,0.149141489851,0.720487555453,0.239098518214,0.642857142857,Bowling Green,0.490329949637,0.15317395984,0.748101616629,0.226493677099,0.833333333333
Akron,89.0,1.0,0.496397437693,0.158137119216,0.736522425621,0.227533517408,0.684210526316,Bowling Green,0.48080379742,0.157119984745,0.74623461844,0.218724883556,0.764705882353
Akron,75.0,1.0,0.495498081973,0.154604077222,0.715190094491,0.239825283666,0.666666666667,C Michigan,0.601072904935,0.136902166303,0.712244090745,0.282729943982,0.818181818182
Akron,85.0,1.0,0.497207396353,0.15694706967,0.729547617849,0.234113662315,0.666666666667,Ball St,0.478869560471,0.182311950755,0.739892815587,0.281605130842,0.375
Akron,96.0,1.0,0.500390969289,0.157677614215,0.734778500028,0.21755956504,0.666666666667,Buffalo,0.482999226155,0.14658455664,0.695566463095,0.314421818545,0.714285714286
Akron,99.0,1.0,0.502898450483,0.156006029044,0.732727439682,0.220296756528,0.681818181818,Kent,0.507403648846,0.160735697833,0.699222244919,0.233085224352,0.681818181818
Akron,129.0,1.0,0.501577782854,0.158251802968,0.718407886726,0.205953322733,0.59375,Kent,0.505495623097,0.154491324881,0.71305278861,0.255408949092,0.666666666667
Akron,116.0,1.0,0.490009537752,0.15602534562,0.7300788629,0.208017165166,0.592592592593,Ohio,0.493002513875,0.168231761405,0.702923372809,0.213659703804,0.346153846154
Akron,126.0,1.0,0.496410637223,0.156220505808,0.719676340595,0.204258707647,0.566666666667,N Illinois,0.480877220751,0.182014258645,0.735687160777,0.331295547953,0.464285714286
Akron,67.0,0.0,0.486340260208,0.150162407131,0.723601982795,0.239946852274,0.692307692308,Toledo,0.521732232558,0.1653817222,0.692405506795,0.293318440525,0.571428571429
Akron,107.0,0.0,0.496489469275,0.152584499658,0.735076781394,0.217216471262,0.666666666667,Toledo,0.530194212824,0.159491851523,0.709155014608,0.313781749542,0.64
Akron,113.0,0.0,0.490619984164,0.154572533928,0.741675302682,0.21137591555,0.615384615385,Buffalo,0.48517855539,0.144791995835,0.709693175061,0.320207973415,0.653846153846
Akron,130.0,0.0,0.498306244625,0.154957434654,0.718143327109,0.210028238162,0.606060606061,Buffalo,0.487576712079,0.141751909388,0.710973851135,0.310267449724,0.7
Akron,43.0,0.0,0.495084949791,0.151500476656,0.716745143243,0.268019629465,0.666666666667,N Dakota St,0.48965785685,0.147223932983,0.809675499232,0.20851814755,0.5
Akron,93.0,0.0,0.495700372826,0.158387893778,0.73875880434,0.228437543292,0.7,Ohio,0.487156356008,0.1691785751,0.715498255311,0.218863105943,0.368421052632
Akron,18.0,0.0,0.525786163522,0.158019171384,0.690990990991,0.196540880503,1.0,Miami FL,0.550206225815,0.154854849061,0.743845449728,0.22951648694,1.0
Akron,22.0,0.0,0.475809748428,0.155924211062,0.602560712887,0.224937106918,0.75,Penn St,0.497046192533,0.169198055228,0.67900920218,0.238322246548,0.8
Akron,123.0,0.0,0.493314214488,0.15778449756,0.720711553291,0.205951338469,0.586206896552,Kent,0.503117262338,0.156793808558,0.713502884769,0.24587426135,0.655172413793
Akron,40.0,0.0,0.495800355748,0.149854203902,0.697642633974,0.261628466127,0.75,MTSU,0.432417971847,0.152248729837,0.781808394712,0.218529216231,0.428571428571
Akron,79.0,0.0,0.499946118516,0.155026615157,0.721829999299,0.239419536771,0.6875,N Illinois,0.448577084498,0.188926172284,0.746586294209,0.32724367885,0.428571428571
Akron,103.0,0.0,0.500796146312,0.15250900018,0.729355482035,0.219414288853,0.695652173913,E Michigan,0.462835627709,0.15216968885,0.705526027206,0.321783543306,0.55
Akron,110.0,0.0,0.494990546242,0.151263266324,0.736923710138,0.215085189461,0.64,Miami OH,0.509121670798,0.172583999285,0.70638230289,0.274372436028,0.36
Akron,120.0,0.0,0.491358403467,0.154929732898,0.727403632575,0.209185864294,0.607142857143,Miami OH,0.504420047017,0.17073154914,0.707893811919,0.281357618468,0.392857142857
Iowa,33.0,1.0,0.470969366282,0.165359640041,0.686714874956,0.293315225431,0.75,UMBC,0.434053200468,0.216914617199,0.56578575372,0.229698262953,0.0
Iowa,23.0,1.0,0.48079004329,0.182049073865,0.721530769058,0.32048376032,0.6,N Illinois,0.588235294118,0.161203653949,0.733333333333,0.352941176471,1.0
Iowa,49.0,1.0,0.455225574314,0.154235797627,0.723150825728,0.269646248978,0.666666666667,North Florida,0.524678188551,0.182490109366,0.704870855803,0.303003262316,0.5
Iowa,94.0,1.0,0.470180823504,0.147643454714,0.705475864396,0.312329262129,0.619047619048,Michigan,0.482653523201,0.139858781554,0.698259873447,0.211049380356,0.571428571429
